i Re Im
2532 -0.482499 -9.85323e-16
2533 -0.480486 -9.57567e-16
2534 -0.478462 -1.22125e-15
2535 -0.47643 -8.88178e-16
2536 -0.474388 -1.15186e-15
2537 -0.472337 -8.04912e-16
2538 -0.470276 -1.56819e-15
2539 -0.468206 -1.02696e-15
2540 -0.466128 -1.21431e-15
2541 -0.46404 -1.2837e-15
2542 -0.461943 -1.31145e-15
2543 -0.459837 -1.1241e-15
2544 -0.457723 -1.38778e-15
2545 -0.455599 -1.26288e-15
2546 -0.453467 -1.44329e-15
2547 -0.451326 -1.38084e-15
2548 -0.449177 -1.55431e-15
2549 -0.447019 -1.81799e-15
2550 -0.444852 -1.89779e-15
2551 -0.442677 -1.70697e-15
2552 -0.440494 -1.80411e-15
2553 -0.438302 -1.64799e-15
2554 -0.436103 -1.9082e-15
2555 -0.433895 -2.06779e-15
2556 -0.431679 -1.77115e-15
2557 -0.429455 -1.61156e-15
2558 -0.427223 -1.9082e-15
2559 -0.424983 -1.79934e-15
2560 -0.422735 -2.13041e-15
2561 -0.42048 -2.01878e-15
2562 -0.418217 -2.37657e-15
2563 -0.415946 -2.29157e-15
2564 -0.413668 -2.49106e-15
2565 -0.411382 -2.32453e-15
2566 -0.409089 -2.42861e-15
2567 -0.406788 -2.55698e-15
2568 -0.40448 -2.33841e-15
2569 -0.402165 -2.41127e-15
2570 -0.399843 -2.6229e-15
2571 -0.397514 -2.51188e-15
2572 -0.395178 -2.72699e-15
2573 -0.392835 -2.25514e-15
2574 -0.390485 -2.4078e-15
2575 -0.388128 -2.11636e-15
2576 -0.385765 -2.04697e-15
2577 -0.383395 -1.93595e-15
2578 -0.381018 -2.17187e-15
2579 -0.378635 -2.08861e-15
2580 -0.376246 -2.22045e-15
2581 -0.37385 -2.40086e-15
2582 -0.371448 -2.09555e-15
2583 -0.36904 -2.16493e-15
2584 -0.366625 -2.04003e-15
2585 -0.364205 -2.22045e-15
2586 -0.361778 -2.16493e-15
2587 -0.359346 -2.02616e-15
2588 -0.356908 -2.3731e-15
2589 -0.354464 -2.35922e-15
2590 -0.352014 -2.2482e-15
2591 -0.349559 -2.33147e-15
2592 -0.347098 -2.44249e-15
2593 -0.344631 -2.3731e-15
2594 -0.34216 -2.48412e-15
2595 -0.339683 -2.63678e-15
2596 -0.337201 -2.67841e-15
2597 -0.334713 -2.78944e-15
2598 -0.332221 -2.60902e-15
2599 -0.329723 -2.53964e-15
2600 -0.327221 -2.47025e-15
2601 -0.324714 -2.498e-15
2602 -0.322201 -2.83107e-15
2603 -0.319685 -2.55351e-15
2604 -0.317163 -2.88658e-15
2605 -0.314637 -2.80331e-15
2606 -0.312107 -2.83107e-15
2607 -0.309572 -2.85882e-15
2608 -0.307033 -2.44249e-15
2609 -0.30449 -2.60902e-15
2610 -0.301942 -2.85882e-15
2611 -0.29939 -3.13638e-15
2612 -0.296835 -3.08087e-15
2613 -0.294275 -3.13638e-15
2614 -0.291712 -2.94209e-15
2615 -0.289145 -3.10862e-15
2616 -0.286574 -2.80331e-15
2617 -0.283999 -2.77556e-15
2618 -0.281421 -3.10862e-15
2619 -0.27884 -3.02536e-15
2620 -0.276255 -2.88658e-15
2621 -0.273667 -2.80331e-15
2622 -0.271075 -2.94209e-15
2623 -0.268481 -2.85882e-15
2624 -0.265883 -2.83107e-15
2625 -0.263283 -2.58127e-15
2626 -0.260679 -2.498e-15
2627 -0.258073 -2.66454e-15
2628 -0.255464 -2.30371e-15
2629 -0.252852 -2.47025e-15
2630 -0.250238 -2.69229e-15
2631 -0.247621 -2.52576e-15
2632 -0.245002 -2.41474e-15
2633 -0.242381 -2.30371e-15
2634 -0.239757 -2.66454e-15
2635 -0.237131 -2.27596e-15
2636 -0.234503 -2.38698e-15
2637 -0.231873 -2.52576e-15
2638 -0.229241 -2.41474e-15
2639 -0.226607 -2.58127e-15
2640 -0.223972 -2.47025e-15
2641 -0.221334 -2.33147e-15
2642 -0.218696 -2.55351e-15
2643 -0.216055 -2.58127e-15
2644 -0.213414 -2.60902e-15
2645 -0.21077 -2.77556e-15
2646 -0.208126 -2.88658e-15
2647 -0.205481 -2.80331e-15
2648 -0.202834 -2.47025e-15
2649 -0.200186 -2.72005e-15
2650 -0.197538 -2.83107e-15
2651 -0.194888 -2.60902e-15
2652 -0.192238 -2.60902e-15
2653 -0.189587 -2.66454e-15
2654 -0.186935 -2.77556e-15
2655 -0.184283 -2.77556e-15
2656 -0.181631 -2.60902e-15
2657 -0.178978 -2.33147e-15
2658 -0.176325 -2.44249e-15
2659 -0.173672 -2.66454e-15
2660 -0.171018 -2.27596e-15
2661 -0.168365 -2.44249e-15
2662 -0.165712 -2.22045e-15
2663 -0.163058 -2.27596e-15
2664 -0.160405 -2.44249e-15
2665 -0.157753 -2.38698e-15
2666 -0.155101 -2.60902e-15
2667 -0.152449 -1.9984e-15
2668 -0.149798 -2.10942e-15
2669 -0.147147 -2.16493e-15
2670 -0.144497 -2.22045e-15
2671 -0.141848 -2.44249e-15
2672 -0.1392 -2.38698e-15
2673 -0.136553 -2.05391e-15
2674 -0.133907 -2.55351e-15
2675 -0.131263 -2.44249e-15
2676 -0.128619 -2.33147e-15
2677 -0.125977 -2.55351e-15
2678 -0.123336 -2.498e-15
2679 -0.120697 -2.55351e-15
2680 -0.118059 -2.38698e-15
2681 -0.115423 -2.38698e-15
2682 -0.112789 -2.77556e-15
2683 -0.110156 -2.498e-15
2684 -0.107526 -2.55351e-15
2685 -0.104897 -2.60902e-15
2686 -0.102271 -2.498e-15
2687 -0.0996469 -2.72005e-15
2688 -0.097025 -2.60902e-15
2689 -0.0944054 -2.44249e-15
2690 -0.0917883 -2.77556e-15
2691 -0.0891737 -3.05311e-15
2692 -0.0865617 -2.66454e-15
2693 -0.0839524 -2.60902e-15
2694 -0.0813459 -2.9976e-15
2695 -0.0787422 -2.77556e-15
2696 -0.0761415 -3.05311e-15
2697 -0.0735439 -2.94209e-15
2698 -0.0709493 -3.27516e-15
2699 -0.068358 -2.77556e-15
2700 -0.06577 -2.88658e-15
2701 -0.0631853 -2.83107e-15
2702 -0.0606041 -2.88658e-15
2703 -0.0580264 -2.9976e-15
2704 -0.0554524 -2.66454e-15
2705 -0.0528821 -2.60902e-15
2706 -0.0503156 -2.88658e-15
2707 -0.047753 -2.72005e-15
2708 -0.0451943 -2.72005e-15
2709 -0.0426398 -2.9976e-15
2710 -0.0400893 -3.10862e-15
2711 -0.0375431 -3.10862e-15
2712 -0.0350012 -3.16414e-15
2713 -0.0324637 -2.94209e-15
2714 -0.0299307 -3.16414e-15
2715 -0.0274023 -3.16414e-15
2716 -0.0248785 -3.21965e-15
2717 -0.0223594 -2.88658e-15
2718 -0.0198452 -2.88658e-15
2719 -0.0173359 -3.33067e-15
2720 -0.0148316 -2.94209e-15
2721 -0.0123323 -2.72005e-15
2722 -0.00983824 -2.88658e-15
2723 -0.00734941 -2.9976e-15
2724 -0.0048659 -2.88658e-15
2725 -0.00238782 -2.88658e-15
2726 8.47684e-05 -2.77556e-15
2727 0.00255177 -2.94209e-15
2728 0.0050131 -2.66454e-15
2729 0.00746868 -2.77556e-15
2730 0.00991842 -2.88658e-15
2731 0.0123622 -2.77556e-15
2732 0.0148 -2.83107e-15
2733 0.0172318 -2.72005e-15
2734 0.0196573 -2.66454e-15
2735 0.0220766 -2.72005e-15
2736 0.0244895 -2.77556e-15
2737 0.0268961 -2.498e-15
2738 0.0292961 -2.83107e-15
2739 0.0316895 -2.498e-15
2740 0.0340762 -2.55351e-15
2741 0.0364562 -2.66454e-15
2742 0.0388293 -2.66454e-15
2743 0.0411956 -2.66454e-15
2744 0.0435548 -2.55351e-15
2745 0.0459069 -2.55351e-15
2746 0.0482518 -2.88658e-15
2747 0.0505895 -2.66454e-15
2748 0.0529198 -2.60902e-15
2749 0.0552427 -2.498e-15
2750 0.0575581 -2.55351e-15
2751 0.0598659 -2.55351e-15
2752 0.0621661 -2.498e-15
2753 0.0644585 -2.27596e-15
2754 0.066743 -2.72005e-15
2755 0.0690196 -2.88658e-15
2756 0.0712883 -2.66454e-15
2757 0.0735488 -2.72005e-15
2758 0.0758012 -2.72005e-15
2759 0.0780454 -2.94209e-15
2760 0.0802812 -2.88658e-15
2761 0.0825086 -2.66454e-15
2762 0.0847275 -2.9976e-15
2763 0.0869379 -2.83107e-15
2764 0.0891396 -2.83107e-15
2765 0.0913325 -2.9976e-15
2766 0.0935167 -2.9976e-15
2767 0.095692 -3.05311e-15
2768 0.0978583 -2.9976e-15
2769 0.100016 -2.83107e-15
2770 0.102164 -3.05311e-15
2771 0.104303 -3.27516e-15
2772 0.106432 -3.10862e-15
2773 0.108552 -3.10862e-15
2774 0.110663 -3.05311e-15
2775 0.112764 -3.05311e-15
2776 0.114856 -3.05311e-15
2777 0.116938 -2.66454e-15
2778 0.11901 -2.9976e-15
2779 0.121072 -3.05311e-15
2780 0.123125 -3.21965e-15
2781 0.125167 -2.88658e-15
2782 0.1272 -2.9976e-15
2783 0.129222 -3.27516e-15
2784 0.131234 -3.13638e-15
2785 0.133235 -2.80331e-15
2786 0.135226 -2.94209e-15
2787 0.137207 -3.19189e-15
2788 0.139177 -2.9976e-15
2789 0.141137 -2.91434e-15
2790 0.143086 -2.9976e-15
2791 0.145024 -2.96985e-15
2792 0.146951 -2.96985e-15
2793 0.148867 -2.96985e-15
2794 0.150773 -3.10862e-15
2795 0.152667 -3.16414e-15
2796 0.15455 -2.83107e-15
2797 0.156422 -2.96985e-15
2798 0.158282 -2.91434e-15
2799 0.160131 -2.96985e-15
2800 0.161969 -2.96985e-15
2801 0.163795 -2.77556e-15
2802 0.16561 -2.9976e-15
2803 0.167412 -2.88658e-15
2804 0.169203 -2.77556e-15
2805 0.170983 -2.91434e-15
2806 0.17275 -2.88658e-15
2807 0.174505 -2.7478e-15
2808 0.176249 -2.85882e-15
2809 0.17798 -2.85882e-15
2810 0.179699 -2.80331e-15
2811 0.181405 -2.7478e-15
2812 0.1831 -2.60902e-15
2813 0.184782 -2.7478e-15
2814 0.186451 -2.58127e-15
2815 0.188108 -2.52576e-15
2816 0.189752 -2.66454e-15
2817 0.191384 -2.30371e-15
2818 0.193002 -2.52576e-15
2819 0.194608 -2.66454e-15
2820 0.196201 -2.47025e-15
2821 0.197781 -2.58127e-15
2822 0.199348 -2.55351e-15
2823 0.200902 -2.72005e-15
2824 0.202443 -2.60902e-15
2825 0.20397 -2.66454e-15
2826 0.205484 -3.02536e-15
2827 0.206985 -2.85882e-15
2828 0.208472 -2.88658e-15
2829 0.209945 -2.91434e-15
2830 0.211405 -2.77556e-15
2831 0.212852 -2.44249e-15
2832 0.214284 -2.60902e-15
2833 0.215703 -2.44249e-15
2834 0.217108 -2.80331e-15
2835 0.218499 -2.88658e-15
2836 0.219876 -2.498e-15
2837 0.221239 -2.7478e-15
2838 0.222587 -2.69229e-15
2839 0.223922 -2.58127e-15
2840 0.225242 -2.7478e-15
2841 0.226548 -2.60902e-15
2842 0.227839 -2.41474e-15
2843 0.229116 -2.72005e-15
2844 0.230379 -2.58127e-15
2845 0.231626 -2.52576e-15
2846 0.23286 -2.30371e-15
2847 0.234078 -2.72005e-15
2848 0.235282 -2.55351e-15
2849 0.236471 -2.27596e-15
2850 0.237644 -2.56739e-15
2851 0.238803 -2.47025e-15
2852 0.239947 -2.35922e-15
2853 0.241076 -2.55351e-15
2854 0.24219 -2.40086e-15
2855 0.243288 -2.55351e-15
2856 0.244371 -2.41474e-15
2857 0.245439 -2.77556e-15
2858 0.246491 -2.77556e-15
2859 0.247528 -2.6229e-15
2860 0.248549 -2.53964e-15
2861 0.249555 -2.59515e-15
2862 0.250545 -2.48412e-15
2863 0.251519 -2.77556e-15
2864 0.252478 -2.58127e-15
2865 0.253421 -2.45637e-15
2866 0.254347 -2.67841e-15
2867 0.255258 -2.67841e-15
2868 0.256153 -2.41474e-15
2869 0.257032 -2.67841e-15
2870 0.257895 -2.60902e-15
2871 0.258742 -2.60902e-15
2872 0.259572 -2.40086e-15
2873 0.260386 -2.45637e-15
2874 0.261184 -2.48412e-15
2875 0.261965 -2.7478e-15
2876 0.26273 -2.72005e-15
2877 0.263478 -2.56739e-15
2878 0.26421 -2.53964e-15
2879 0.264926 -2.77556e-15
2880 0.265624 -2.95597e-15
2881 0.266306 -2.51188e-15
2882 0.266971 -2.63678e-15
2883 0.267619 -2.78944e-15
2884 0.268251 -2.59515e-15
2885 0.268865 -2.66454e-15
2886 0.269463 -2.66454e-15
2887 0.270043 -2.76168e-15
2888 0.270607 -2.63678e-15
2889 0.271153 -2.70617e-15
2890 0.271682 -2.85882e-15
2891 0.272194 -2.65066e-15
2892 0.272688 -2.60902e-15
2893 0.273166 -2.77556e-15
2894 0.273626 -2.51188e-15
2895 0.274068 -2.56739e-15
2896 0.274493 -2.498e-15
2897 0.2749 -2.19963e-15
2898 0.27529 -2.44249e-15
2899 0.275663 -2.46331e-15
2900 0.276017 -2.14412e-15
2901 0.276354 -2.33841e-15
2902 0.276673 -2.06779e-15
2903 0.276975 -2.0331e-15
2904 0.277258 -2.15106e-15
2905 0.277524 -1.95677e-15
2906 0.277771 -2.11636e-15
2907 0.278001 -2.08861e-15
2908 0.278213 -2.08167e-15
2909 0.278406 -2.06779e-15
2910 0.278582 -1.91513e-15
2911 0.278739 -2.31065e-15
2912 0.278878 -2.06085e-15
2913 0.278999 -1.90126e-15
2914 0.279102 -2.0331e-15
2915 0.279186 -2.04697e-15
2916 0.279252 -1.98452e-15
2917 0.2793 -1.85268e-15
2918 0.279329 -1.79717e-15
2919 0.279339 -1.9984e-15
2920 0.279331 -2.01228e-15
2921 0.279305 -2.15106e-15
2922 0.27926 -2.13718e-15
2923 0.279196 -1.92207e-15
2924 0.279114 -1.88044e-15
2925 0.279013 -1.97758e-15
2926 0.278893 -1.89432e-15
2927 0.278755 -1.88044e-15
2928 0.278597 -1.89432e-15
2929 0.278421 -1.83187e-15
2930 0.278226 -2.01922e-15
2931 0.278012 -2.05738e-15
2932 0.277779 -1.7486e-15
2933 0.277527 -2.00187e-15
2934 0.277256 -1.6688e-15
2935 0.276966 -1.7833e-15
2936 0.276656 -1.83187e-15
2937 0.276328 -1.77983e-15
2938 0.275981 -1.87697e-15
2939 0.275614 -1.75207e-15
2940 0.275228 -1.82493e-15
2941 0.274823 -1.70697e-15
2942 0.274398 -1.58554e-15
2943 0.273955 -1.68268e-15
2944 0.273492 -1.5439e-15
2945 0.273009 -1.2837e-15
2946 0.272507 -1.45717e-15
2947 0.271986 -1.57166e-15
2948 0.271445 -1.29063e-15
2949 0.270885 -1.50921e-15
2950 0.270305 -1.45717e-15
2951 0.269706 -1.419e-15
2952 0.269087 -1.43635e-15
2953 0.268449 -1.46064e-15
2954 0.267791 -1.64105e-15
2955 0.267113 -1.52309e-15
2956 0.266416 -1.54564e-15
2957 0.265699 -1.56992e-15
2958 0.264962 -1.334e-15
2959 0.264206 -1.57339e-15
2960 0.263429 -1.54043e-15
2961 0.262633 -1.44329e-15
2962 0.261818 -1.56992e-15
2963 0.260982 -1.67574e-15
2964 0.260126 -1.3739e-15
2965 0.259251 -1.40513e-15
2966 0.258356 -1.32533e-15
2967 0.25744 -1.22818e-15
2968 0.256505 -1.46411e-15
2969 0.25555 -1.31839e-15
2970 0.254575 -1.1189e-15
2971 0.25358 -1.39472e-15
2972 0.252565 -1.36176e-15
2973 0.25153 -1.15706e-15
2974 0.250475 -1.25594e-15
2975 0.2494 -1.4112e-15
2976 0.248305 -1.35395e-15
2977 0.247189 -1.21691e-15
2978 0.246054 -1.45196e-15
2979 0.244899 -1.45804e-15
2980 0.243723 -1.30451e-15
2981 0.242527 -1.38778e-15
2982 0.241311 -1.04951e-15
2983 0.240075 -1.33747e-15
2984 0.238819 -1.22645e-15
2985 0.237542 -1.24987e-15
2986 0.236245 -1.34268e-15
2987 0.234928 -1.26548e-15
2988 0.233591 -1.32967e-15
2989 0.232234 -1.23079e-15
2990 0.230856 -1.13798e-15
2991 0.229458 -1.164e-15
2992 0.22804 -1.33791e-15
2993 0.226602 -1.19219e-15
2994 0.225143 -1.33053e-15
2995 0.223664 -1.33118e-15
2996 0.222164 -1.09114e-15
2997 0.220645 -1.22537e-15
2998 0.219105 -1.23751e-15
2999 0.217544 -1.03997e-15
3000 0.215964 -1.01969e-15
3001 0.214363 -9.57134e-16
3002 0.212741 -1.01102e-15
3003 0.2111 -1.08236e-15
3004 0.209438 -1.1408e-15
3005 0.207755 -1.01067e-15
3006 0.206053 -9.42998e-16
3007 0.204329 -1.09985e-15
3008 0.202586 -1.14459e-15
3009 0.200822 -9.71662e-16
3010 0.199038 -8.76144e-16
3011 0.197234 -1.1589e-15
3012 0.195409 -9.31872e-16
3013 0.193563 -1.11055e-15
3014 0.191698 -1.0147e-15
3015 0.189812 -1.03238e-15
3016 0.187906 -1.01058e-15
3017 0.185979 -9.90961e-16
3018 0.184032 -1.11283e-15
3019 0.182065 -9.4022e-16
3020 0.180077 -1.02002e-15
3021 0.178069 -1.07184e-15
3022 0.17604 -8.25728e-16
3023 0.173992 -8.37655e-16
3024 0.171923 -9.47376e-16
3025 0.169833 -1.02067e-15
3026 0.167724 -1.11738e-15
3027 0.165594 -1.07163e-15
3028 0.163443 -8.71915e-16
3029 0.161273 -8.83625e-16
3030 0.159082 -7.59809e-16
3031 0.156871 -4.99817e-16
3032 0.154639 -6.99527e-16
3033 0.152388 -6.10189e-16
3034 0.150116 -6.96708e-16
3035 0.147824 -7.39643e-16
3036 0.145511 -8.35486e-16
3037 0.143179 -7.00611e-16
3038 0.140826 -6.32307e-16
3039 0.138453 -7.87998e-16
3040 0.13606 -8.91214e-16
3041 0.133646 -6.24934e-16
3042 0.131213 -8.46111e-16
3043 0.128759 -6.72856e-16
3044 0.126285 -6.9107e-16
3045 0.123791 -6.33391e-16
3046 0.121277 -6.60279e-16
3047 0.118743 -5.98913e-16
3048 0.116189 -5.69423e-16
3049 0.113615 -6.13225e-16
3050 0.111021 -5.33861e-16
3051 0.108407 -5.15863e-16
3052 0.105772 -4.00721e-16
3053 0.103118 -4.38668e-16
3054 0.100444 -4.21538e-16
3055 0.09775 -4.97215e-16
3056 0.095036 -5.99997e-16
3057 0.0923021 -3.49113e-16
3058 0.0895483 -6.10948e-16
3059 0.0867747 -5.97179e-16
3060 0.0839813 -5.24429e-16
3061 0.081168 -6.22874e-16
3062 0.078335 -3.33717e-16
3063 0.0754822 -2.91976e-16
3064 0.0726096 -4.29886e-16
3065 0.0697174 -3.41253e-16
3066 0.0668054 -3.79362e-16
3067 0.0638738 -2.71972e-16
3068 0.0609226 -4.22026e-16
3069 0.0579517 -3.3304e-16
3070 0.0549612 -2.87286e-16
3071 0.0519512 -3.41781e-16
3072 0.0489216 -6.33133e-16
3073 0.0458726 -4.52532e-16
3074 0.042804 -4.53418e-16
3075 0.039716 -5.35128e-16
3076 0.0366086 -6.07777e-16
3077 0.0334818 -6.59601e-16
3078 0.0303357 -5.97992e-16
3079 0.0271702 -5.18303e-16
3080 0.0239854 -6.27374e-16
3081 0.0207813 -6.81421e-16
3082 0.017558 -7.91034e-16
3083 0.0143155 -8.28114e-16
3084 0.0110538 -9.22873e-16
3085 0.00777299 -8.6335e-16
3086 0.00447307 -6.81638e-16
3087 0.00115408 -6.82397e-16
3088 -0.00218395 -9.06827e-16
3089 -0.00554097 -8.60206e-16
3090 -0.00891697 -9.14199e-16
3091 -0.0123119 -1.05103e-15
3092 -0.0157257 -7.38992e-16
3093 -0.0191584 -7.24464e-16
3094 -0.0226099 -6.35993e-16
3095 -0.0260801 -4.55582e-16
3096 -0.0295692 -7.54171e-16
3097 -0.0330769 -5.97179e-16
3098 -0.0366033 -5.06756e-16
3099 -0.0401483 -6.32524e-16
3100 -0.0437119 -7.26199e-16
3101 -0.047294 -5.32343e-16
3102 -0.0508947 -5.42101e-16
3103 -0.0545138 -6.62881e-16
3104 -0.0581513 -8.48063e-16
3105 -0.0618073 -7.09285e-16
3106 -0.0654815 -7.36824e-16
3107 -0.0691741 -6.85433e-16
3108 -0.0728849 -6.61146e-16
3109 -0.0766139 -7.96021e-16
3110 -0.080361 -5.52293e-16
3111 -0.0841263 -6.08021e-16
3112 -0.0879097 -6.67218e-16
3113 -0.0917111 -6.83264e-16
3114 -0.0955304 -6.88252e-16
3115 -0.0993677 -6.8695e-16
3116 -0.103223 -7.2338e-16
3117 -0.107096 -6.10623e-16
3118 -0.110987 -5.43619e-16
3119 -0.114895 -5.14779e-16
3120 -0.118822 -8.83191e-16
3121 -0.122765 -6.75892e-16
3122 -0.126727 -6.8695e-16
3123 -0.130706 -8.79505e-16
3124 -0.134703 -6.80445e-16
3125 -0.138717 -7.2403e-16
3126 -0.142748 -4.76182e-16
3127 -0.146797 -4.32163e-16
3128 -0.150863 -3.55185e-16
3129 -0.154946 -3.76435e-16
3130 -0.159046 -4.90059e-16
3131 -0.163164 -2.77664e-16
3132 -0.167299 -6.554e-16
3133 -0.17145 -5.01877e-16
3134 -0.175619 -4.95372e-16
3135 -0.179804 -6.72964e-16
3136 -0.184007 -7.65664e-16
3137 -0.188226 -6.87059e-16
3138 -0.192462 -6.43799e-16
3139 -0.196714 -6.65375e-16
3140 -0.200984 -7.10649e-16
3141 -0.20527 -7.86372e-16
3142 -0.209572 -7.55472e-16
3143 -0.213891 -5.94956e-16
3144 -0.218226 -6.70579e-16
3145 -0.222577 -7.37149e-16
3146 -0.226945 -8.42859e-16
3147 -0.231329 -6.38812e-16
3148 -0.235729 -6.30138e-16
3149 -0.240146 -6.66134e-16
3150 -0.244578 -5.92625e-16
3151 -0.249026 -4.10696e-16
3152 -0.25349 -8.84275e-16
3153 -0.257971 -7.58942e-16
3154 -0.262466 -8.71699e-16
3155 -0.266978 -8.39172e-16
3156 -0.271505 -7.04731e-16
3157 -0.276048 -6.59195e-16
3158 -0.280606 -3.56919e-16
3159 -0.28518 -4.59702e-17
3160 -0.289769 -4.571e-16
3161 -0.294374 -1.85615e-16
3162 -0.298993 -3.5822e-16
3163 -0.303628 -3.52149e-16
3164 -0.308279 -4.11129e-16
3165 -0.312944 -4.75314e-16
3166 -0.317624 -1.89085e-16
3167 -0.322319 -4.01588e-16
3168 -0.327029 -7.05165e-16
3169 -0.331754 -5.25621e-16
3170 -0.336493 -3.90313e-16
3171 -0.341247 -3.50414e-16
3172 -0.346016 -5.69857e-16
3173 -0.350799 -4.68375e-16
3174 -0.355597 -3.83374e-16
3175 -0.360409 -2.55004e-16
3176 -0.365235 -2.98372e-16
3177 -0.370076 -2.84495e-16
3178 -0.374931 -2.86229e-16
3179 -0.379799 -1.56125e-16
3180 -0.384682 -2.13371e-16
3181 -0.389579 -1.9082e-16
3182 -0.394489 -2.65413e-16
3183 -0.399414 -1.8735e-16
3184 -0.404352 -5.55112e-16
3185 -0.409304 -4.61436e-16
3186 -0.414269 -3.76435e-16
3187 -0.419248 -4.7358e-16
3188 -0.42424 -4.87457e-16
3189 -0.429245 -5.74193e-16
3190 -0.434264 -1.64799e-16
3191 -0.439296 -7.63278e-17
3192 -0.444341 -2.81025e-16
3193 -0.449399 1.07553e-16
3194 -0.45447 -9.71445e-17
3195 -0.459554 1.14492e-16
3196 -0.464651 -2.39392e-16
3197 -0.46976 3.46945e-17
3198 -0.474882 6.93889e-17
3199 -0.480017 2.08167e-17
3200 -0.485164 2.77556e-16
3201 -0.490323 3.53884e-16
3202 -0.495495 5.10009e-16
3203 -0.500679 5.20417e-16
3204 -0.505875 3.1572e-16
3205 -0.511083 2.63678e-16
3206 -0.516303 3.43475e-16
3207 -0.521535 5.55112e-16
3208 -0.526779 3.95517e-16
3209 -0.532034 2.70617e-16
3210 -0.537301 3.53884e-16
3211 -0.54258 3.29597e-16
3212 -0.54787 1.73472e-17
3213 -0.553172 2.04697e-16
3214 -0.558485 4.82253e-16
3215 -0.563809 2.498e-16
3216 -0.569144 -1.249e-16
3217 -0.57449 2.77556e-17
3218 -0.579848 6.93889e-18
3219 -0.585216 -5.55112e-17
3220 -0.590595 -2.08167e-17
3221 -0.595984 1.45717e-16
3222 -0.601384 3.95517e-16
3223 -0.606795 7.21645e-16
3224 -0.612216 3.60822e-16
3225 -0.617648 5.06539e-16
3226 -0.62309 5.68989e-16
3227 -0.628542 3.88578e-16
3228 -0.634004 2.08167e-16
3229 -0.639476 3.53884e-16
3230 -0.644957 1.04083e-16
3231 -0.650449 1.52656e-16
3232 -0.655951 -3.19189e-16
3233 -0.661462 -2.56739e-16
3234 -0.666982 -1.8735e-16
3235 -0.672512 -5.55112e-17
3236 -0.678052 -1.59595e-16
3237 -0.6836 -1.59595e-16
3238 -0.689158 1.31839e-16
3239 -0.694725 3.05311e-16
3240 -0.700301 9.71445e-17
3241 -0.705886 3.40006e-16
3242 -0.711479 2.28983e-16
3243 -0.717081 4.02456e-16
3244 -0.722692 -4.85723e-17
3245 -0.728312 3.33067e-16
3246 -0.733939 3.33067e-16
3247 -0.739575 5.6205e-16
3248 -0.74522 -5.55112e-17
3249 -0.750872 2.15106e-16
3250 -0.756533 2.63678e-16
3251 -0.762201 1.52656e-16
3252 -0.767877 -8.32667e-17
3253 -0.773561 8.32667e-17
3254 -0.779253 2.498e-16
3255 -0.784952 3.46945e-16
3256 -0.790659 4.85723e-16
3257 -0.796373 6.93889e-16
3258 -0.802094 7.07767e-16
3259 -0.807822 8.88178e-16
3260 -0.813558 3.46945e-16
3261 -0.8193 4.996e-16
3262 -0.825049 3.747e-16
3263 -0.830805 3.747e-16
3264 -0.836568 3.05311e-16
3265 -0.842337 3.46945e-16
3266 -0.848113 2.63678e-16
3267 -0.853895 4.02456e-16
3268 -0.859683 1.38778e-16
3269 -0.865478 1.52656e-16
3270 -0.871278 1.94289e-16
3271 -0.877085 6.93889e-16
3272 -0.882897 4.85723e-16
3273 -0.888715 3.60822e-16
3274 -0.894539 3.60822e-16
3275 -0.900368 7.35523e-16
3276 -0.906203 3.19189e-16
3277 -0.912043 5.82867e-16
3278 -0.917889 7.77156e-16
3279 -0.923739 9.4369e-16
3280 -0.929595 4.30211e-16
3281 -0.935455 2.77556e-16
3282 -0.94132 3.60822e-16
3283 -0.94719 4.996e-16
3284 -0.953065 4.44089e-16
3285 -0.958944 6.66134e-16
3286 -0.964828 5.68989e-16
3287 -0.970715 1.06859e-15
3288 -0.976608 6.52256e-16
3289 -0.982504 8.60423e-16
3290 -0.988404 7.63278e-16
3291 -0.994308 9.15934e-16
3292 -1.00022 7.63278e-16
3293 -1.00613 6.52256e-16
3294 -1.01204 8.60423e-16
3295 -1.01796 9.02056e-16
3296 -1.02388 4.996e-16
3297 -1.02981 6.38378e-16
3298 -1.03574 5.55112e-16
3299 -1.04167 8.32667e-16
3300 -1.0476 4.16334e-16
3301 -1.05354 6.10623e-16
3302 -1.05948 4.16334e-16
3303 -1.06542 9.99201e-16
3304 -1.07137 7.77156e-16
3305 -1.07731 8.32667e-16
3306 -1.08326 9.4369e-16
3307 -1.08921 1.08247e-15
3308 -1.09517 7.77156e-16
3309 -1.10112 9.15934e-16
3310 -1.10708 6.93889e-16
3311 -1.11304 9.4369e-16
3312 -1.119 4.16334e-16
3313 -1.12496 7.49401e-16
3314 -1.13093 6.38378e-16
3315 -1.13689 5.27356e-16
3316 -1.14286 3.05311e-16
3317 -1.14883 5.82867e-16
3318 -1.1548 6.38378e-16
3319 -1.16076 8.88178e-16
3320 -1.16673 8.32667e-16
3321 -1.17271 1.08247e-15
3322 -1.17868 9.15934e-16
3323 -1.18465 1.33227e-15
3324 -1.19062 6.66134e-16
3325 -1.19659 1.02696e-15
3326 -1.20256 9.99201e-16
3327 -1.20854 8.32667e-16
3328 -1.21451 -2.22045e-16
3329 -1.22048 -2.22045e-16
