iteracja	x	epsilon
2225	2.197888	0.000835
2226	2.198141	0.000346
2227	2.197808	0.000768
2228	2.195699	0.000081
2229	2.199553	0.002442
2230	2.197844	0.001745
2231	2.202959	0.002145
2232	2.197789	0.003407
2233	2.197828	0.000054
2234	2.197769	0.005131
2235	2.198042	0.000020
2236	2.198031	0.000214
2237	2.198328	0.000262
2238	2.197305	0.000286
2239	2.197884	0.000726
2240	2.198765	0.000444
2241	2.197965	0.001459
2242	2.197783	0.000081
2243	2.197892	0.000982
2244	2.198176	0.000073
2245	2.198088	0.000394
2246	2.196960	0.000196
2247	2.197862	0.001216
2248	2.198152	0.000226
2249	2.197923	0.001191
2250	2.192679	0.000061
2251	2.197142	0.005473
2252	2.197934	0.000781
2253	2.197273	0.005255
2254	2.197995	0.000130
2255	2.198005	0.000061
2256	2.198067	0.000733
2257	2.104586	0.000071
2258	2.197282	0.093419
2259	2.198068	0.000785
2260	2.197292	0.093481
2261	2.198155	0.000010
2262	2.198157	0.000087
2263	2.198294	0.000865
2264	2.197911	0.000138
2265	2.197987	0.000246
2266	2.197618	0.000307
2267	2.198498	0.000293
2268	2.198119	0.000511
2269	2.195930	0.000501
2270	2.198012	0.002568
2271	2.198154	0.000107
2272	2.198038	0.002224
2273	2.197697	0.000026
2274	2.197758	0.000457
2275	2.198239	0.000280
2276	2.197961	0.000543
2277	2.242429	0.000203
2278	2.197694	0.044190
2279	2.197960	0.000267
2280	2.197691	0.044469
2281	2.198116	0.000003
2282	2.198114	0.000156
2283	2.198456	0.000423
2284	2.197831	0.000340
2285	2.198000	0.000283
2286	2.197552	0.000455
2287	2.198310	0.000280
2288	2.198117	0.000310
2289	2.199394	0.000565
2290	2.197963	0.001083
2291	2.198074	0.000154
2292	2.197924	0.001320
2293	2.196516	0.000039
2294	2.224341	0.001558
2295	2.197961	0.026417
2296	2.196436	0.001446
2297	2.197960	0.027905
2298	2.197995	0.000002
2299	2.197993	0.001559
2300	2.199150	0.000034
2301	2.202572	0.001155
2302	2.197948	0.004579
2303	2.198914	0.001202
2304	2.197936	0.003659
2305	2.197885	0.000012
2306	2.197870	0.001029
2307	2.198250	0.000066
2308	2.198152	0.000365
2309	2.197300	0.000282
2310	2.197965	0.000950
2311	2.198290	0.000187
2312	2.198038	0.000990
2313	2.197756	0.000073
2314	2.197875	0.000533
2315	2.198299	0.000163
2316	2.198059	0.000543
2317	2.197487	0.000184
2318	2.197904	0.000813
2319	2.198182	0.000155
2320	2.198005	0.000695
2321	2.197190	0.000101
2322	2.197726	0.000991
2323	2.198070	0.000279
2324	2.197844	0.000880
2325	2.198350	0.000118
2326	2.198732	0.000280
2327	2.197450	0.000889
2328	2.198189	0.000900
2329	2.195529	0.000543
2330	2.198433	0.001921
2331	2.198228	0.000244
2332	2.198553	0.002699
2333	2.198071	0.000119
2334	2.198095	0.000157
2335	2.197980	0.000458
2336	2.197727	0.000091
2337	2.197277	0.000368
2338	2.198159	0.000703
2339	2.197854	0.000432
2340	2.198297	0.000578
2341	2.192429	0.000138
2342	2.197370	0.005425
2343	2.198324	0.000926
2344	2.197444	0.005895
2345	2.198840	0.000074
2346	2.199005	0.000516
2347	2.196191	0.001561
2348	2.198431	0.002649
2349	2.200354	0.000575
2350	2.198605	0.004163
2351	2.198346	0.000174
2352	2.198465	0.002007
2353	2.198166	0.000140
2354	2.198135	0.000180
2355	2.198040	0.000330
2356	2.197901	0.000126
2357	2.197732	0.000234
2358	2.198946	0.000308
2359	2.198070	0.001045
2360	2.197550	0.000338
2361	2.198014	0.001396
2362	2.198220	0.000056
2363	2.198134	0.000670
2364	2.197791	0.000120
2365	2.197937	0.000429
2366	2.199075	0.000198
2367	2.198143	0.001284
2368	2.197881	0.000206
2369	2.198084	0.001194
2370	2.195182	0.000059
2371	2.199784	0.002700
2372	2.198106	0.001700
2373	2.203030	0.002924
2374	2.198072	0.003247
2375	2.198094	0.000033
2376	2.198061	0.004937
2377	2.197727	0.000011
2378	2.197701	0.000367
2379	2.198326	0.000360
2380	2.197949	0.000599
2381	2.192559	0.000248
2382	2.197750	0.005767
2383	2.197959	0.000199
2384	2.197770	0.005400
2385	2.198144	0.000021
2386	2.198158	0.000185
2387	2.198996	0.000388
2388	2.197903	0.000852
2389	2.198092	0.000255
2390	2.197835	0.000904
2391	2.208972	0.000068
2392	2.198913	0.010880
2393	2.197828	0.001078
2394	2.198842	0.011144
2395	2.197718	0.000071
2396	2.197706	0.000110
2397	2.197484	0.001136
2398	2.197947	0.000234
2399	2.197878	0.000241
2400	2.198044	0.000394
2401	2.198260	0.000097
2402	2.198730	0.000382
2403	2.197866	0.000686
2404	2.198139	0.000394
2405	2.197749	0.000590
2406	2.185168	0.000117
2407	2.198781	0.012972
2408	2.197758	0.001033
2409	2.198840	0.012590
2410	2.197554	0.000059
2411	2.197574	0.000204
2412	2.196924	0.001266
2413	2.197843	0.000631
2414	2.197730	0.000268
2415	2.197905	0.000807
2416	2.198023	0.000063
2417	2.198073	0.000293
2418	2.198755	0.000168
2419	2.197474	0.000732
2420	2.198004	0.000599
2421	2.196060	0.000751
2422	2.198104	0.001415
2423	2.198031	0.000100
2424	2.198139	0.001971
2425	2.197639	0.000035
2426	2.197719	0.000392
2427	2.198461	0.000420
2428	2.197923	0.000822
2429	2.196993	0.000205
2430	2.197773	0.001467
2431	2.197977	0.000151
2432	2.197857	0.000984
2433	2.198188	0.000084
2434	2.198296	0.000211
2435	2.196274	0.000438
2436	2.198008	0.001915
2437	2.198394	0.000288
2438	2.198038	0.002121
2439	2.197878	0.000031
2440	2.197915	0.000516
2441	2.198679	0.000124
2442	2.198201	0.000801
2443	2.197815	0.000287
2444	2.198096	0.000864
2445	2.192542	0.000105
2446	2.198789	0.005273
2447	2.198108	0.000693
2448	2.198938	0.005567
2449	2.198037	0.000149
2450	2.198047	0.000071
2451	2.197983	0.000891
2452	2.197406	0.000055
2453	2.196248	0.000641
2454	2.198069	0.001734
2455	2.197580	0.000662
2456	2.198103	0.001332
2457	2.198231	0.000034
2458	2.198301	0.000651
2459	2.197915	0.000198
2460	2.198033	0.000316
2461	2.197642	0.000268
2462	2.199068	0.000273
2463	2.198197	0.001035
2464	2.197390	0.000555
2465	2.198126	0.001678
2466	2.198419	0.000072
2467	2.198266	0.001029
2468	2.198001	0.000141
2469	2.198087	0.000418
2470	2.197807	0.000179
2471	2.197412	0.000194
2472	2.198651	0.000676
2473	2.197922	0.000844
2474	2.191214	0.000510
2475	2.197820	0.007436
2476	2.197930	0.000102
2477	2.197833	0.006716
2478	2.198159	0.000013
2479	2.198171	0.000228
2480	2.207143	0.000338
2481	2.197924	0.008984
2482	2.198162	0.000246
2483	2.197918	0.008980
2484	2.197258	0.000006
2485	2.197190	0.000904
2486	2.197990	0.000729
2487	2.197647	0.000732
2488	2.198054	0.000458
2489	2.198134	0.000064
2490	2.198238	0.000487
2491	2.197761	0.000184
2492	2.197946	0.000373
2493	2.357456	0.000292
2494	2.198134	0.159695
2495	2.197946	0.000188
2496	2.198134	0.159510
